25,,35,,45,
X,Y,X,Y,X,Y
0.30101384955980015,0.2022156165370952,0.30289450651289707,0.22917011790145705,0.29787283117952945,0.21974627194563146
0.4945732379138136,0.18376280492199967,0.4405605725171189,0.22350317046800183,0.604506409926376,0.22361042475415743
0.685896102558822,0.15091600679606654,0.5940627091592441,0.21889331205272097,0.8372630386654996,0.22166923750193068
0.8562129434175978,0.11282182155176856,0.76348988312825,0.21220041394223343,1.0384661483807858,0.21342703392884724
0.9786953611697473,0.08307017453534471,0.949005200020594,0.19766757349534056,1.2395654636255984,0.2088483138547083
1.0585874478710806,0.06323458991916803,1.071072439890851,0.18256986047469495,1.4034816454718633,0.21000227771199093
1.1384943623539103,0.042875650517427866,1.161408227359316,0.16745138855995473,1.5993813520053546,0.20227996910878854
1.2237491633630233,0.02042675178911607,1.3608567162642227,0.1278061679452196,1.7426770323842868,0.18457932142305514
1.2983675024455543,0.00006435257169334907,1.5818005457447355,0.07613762652525358,1.8701959532513004,0.16372816557689338
,,1.7363406270915924,0.034892933120527214,1.9924559542810072,0.14182684034392218
,,1.8589713226587037,-0.0000922617515315971,2.2265767389177777,0.09173701281985275
,,,,2.4501203727539513,0.04164026566441842
,,,,2.636406734284096,-0.00010702363177672591
